year,parent_entity,parent_type,lei,commodity,production_value,production_unit,total_emissions_MtCO2e
2021,Repsol,Investor-owned Company,BSYCX13Y0NOTV14V9N85,Natural Gas,801.54000000000000000000,Bcf/yr,58.42456349063224000000
2022,Repsol,Investor-owned Company,BSYCX13Y0NOTV14V9N85,Oil & NGL,67.52499999999999000000,Million bbl/yr,26.92747748648792300000
2022,Repsol,Investor-owned Company,BSYCX13Y0NOTV14V9N85,Natural Gas,799.35000000000000000000,Bcf/yr,58.26493353573980000000
2023,Repsol,Investor-owned Company,BSYCX13Y0NOTV14V9N85,Oil & NGL,74.82500000000000000000,Million bbl/yr,29.83855613367581200000
2023,Repsol,Investor-owned Company,BSYCX13Y0NOTV14V9N85,Natural Gas,862.86000000000000000000,Bcf/yr,62.89420222762050400000
2024,Repsol,Investor-owned Company,BSYCX13Y0NOTV14V9N85,Oil & NGL,71.53999999999999000000,Million bbl/yr,28.52857074244126400000
2024,Repsol,Investor-owned Company,BSYCX13Y0NOTV14V9N85,Natural Gas,823.43999999999990000000,Bcf/yr,60.02086303955661600000
1959,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Oil & NGL,2.20600000000000000000,Million bbl/yr,0.87970404050636600000
1960,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Oil & NGL,2.02600000000000000000,Million bbl/yr,0.80792401906885650000
1961,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,0.83280413698200010000,Million tonnes/yr,2.26034620940265900000
1961,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.68039553675000000000,Million tonnes/yr,2.01847301765270350000
1962,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,0.84459765961900000000,Million tonnes/yr,2.29235546944866600000
1962,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.73573437373900010000,Million tonnes/yr,2.18264215642179000000
1963,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,1.45786083674300000000,Million tonnes/yr,3.95683699184103780000
1963,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.09797695729200000000,Million tonnes/yr,0.29066011454198930000
1964,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,1.65925791562100000000,Million tonnes/yr,4.50345666339592800000
1964,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.09706976324300000000,Million tonnes/yr,0.28796881718511900000
1965,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,1.82518370718309990000,Million tonnes/yr,4.95380232973552100000
1965,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.10432731563500000000,Million tonnes/yr,0.30949919604008120000
1966,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.00770207790141000000,Million tonnes/yr,5.44918256270907350000
1966,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.39916538156000000000,Million tonnes/yr,1.18417083702291940000
1967,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.20847228569155100000,Million tonnes/yr,5.99410081897998100000
1967,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.69400344748500000000,Million tonnes/yr,2.05884247800575750000
1968,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.21886615487638000000,Million tonnes/yr,6.02231122496823000000
1968,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.69400344748500000000,Million tonnes/yr,2.05884247800575750000
1969,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.22926002315401500000,Million tonnes/yr,6.05052162849422900000
1969,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.69400344748500000000,Million tonnes/yr,2.05884247800575750000
1970,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.23965389233884400000,Million tonnes/yr,6.07873203448247700000
1970,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.69400344748500000000,Million tonnes/yr,2.05884247800575750000
1971,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.25004776061647860000,Million tonnes/yr,6.10694243800847400000
1971,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.69400344748500000000,Million tonnes/yr,2.05884247800575750000
1972,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.26044162980130770000,Million tonnes/yr,6.13515284399672300000
1972,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.73643996931204300000,Million tonnes/yr,2.18473538829742160000
1973,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.27083549807894250000,Million tonnes/yr,6.16336324752272100000
1973,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.77887649113908620000,Million tonnes/yr,2.31062829858908600000
1974,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.28122936726377160000,Million tonnes/yr,6.19157365351097000000
1974,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.82131301205893530000,Million tonnes/yr,2.43652120618945260000
1975,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,9.87371062200000000000,Million tonnes/yr,19.93591475997444500000
1975,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.29162323554140630000,Million tonnes/yr,6.21978405703696700000
1975,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.86374953388597840000,Million tonnes/yr,2.56241411648111700000
1976,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,11.01906105000000000000,Million tonnes/yr,22.24848086374821300000
1976,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.30201710472623500000,Million tonnes/yr,6.24799446302521500000
1976,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.90618605571302150000,Million tonnes/yr,2.68830702677278130000
1977,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,10.87625873000000000000,Million tonnes/yr,21.96015006410908700000
1977,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.31241097300387000000,Million tonnes/yr,6.27620486655121400000
1977,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.94862257754006470000,Million tonnes/yr,2.81419993706444640000
1978,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,10.35548852000000000000,Million tonnes/yr,20.90866790977479000000
1978,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.32280484218869930000,Million tonnes/yr,6.30441527253946350000
1978,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.99105909845991380000,Million tonnes/yr,2.94009284466481300000
1979,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,14.85968067000000000000,Million tonnes/yr,30.00303923607939500000
1979,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.33319871046633400000,Million tonnes/yr,6.33262567606546000000
1979,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.03349562028695670000,Million tonnes/yr,3.06598575495647700000
1980,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,15.33157942000000000000,Million tonnes/yr,30.95584549256181400000
1980,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.34359257965116270000,Million tonnes/yr,6.36083608205370900000
1980,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.07593214211400000000,Million tonnes/yr,3.19187866524814200000
1981,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,18.54780913000000000000,Million tonnes/yr,37.44970416451767000000
1981,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.75716774076607400000,Million tonnes/yr,7.48333656712201000000
1981,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.11836866394104300000,Million tonnes/yr,3.31777157553980600000
1982,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,13.88279053000000000000,Million tonnes/yr,28.03060968993632300000
1982,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.93607820075151070000,Million tonnes/yr,7.96892442877225500000
1982,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.16080518576808630000,Million tonnes/yr,3.44366448583147020000
1983,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,13.42828631000000000000,Million tonnes/yr,27.11292456274821200000
1983,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,3.08288211078908650000,Million tonnes/yr,8.36737065021087000000
1983,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.20324170668793530000,Million tonnes/yr,3.56955739343183700000
1984,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,14.82445795000000000000,Million tonnes/yr,29.93192137872900500000
1984,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,3.08288211078908650000,Million tonnes/yr,8.36737065021087000000
1984,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.24567822851497860000,Million tonnes/yr,3.69545030372350200000
1985,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,18.87417219000000000000,Million tonnes/yr,38.10866070011507000000
1985,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,3.85360263893995560000,Million tonnes/yr,10.45921331399471300000
1985,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.28811475034202160000,Million tonnes/yr,3.82134321401516600000
1986,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,21.04690193000000000000,Million tonnes/yr,42.49559855472353600000
1986,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,12.60000000000000000000,Million tonnes/yr,34.19815173071009000000
1986,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.46666666700000000000,Million tonnes/yr,4.35103837889795300000
1987,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,22.53832895000000000000,Million tonnes/yr,45.50692459816595000000
1987,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,14.30000000000000000000,Million tonnes/yr,38.81218807532970000000
1987,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.51344444400000000000,Million tonnes/yr,4.48981013091632100000
1988,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,21.59121836000000000000,Million tonnes/yr,43.59462265684325600000
1988,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,16.00000000000000000000,Million tonnes/yr,43.42622441994931400000
1988,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.56022222200000000000,Million tonnes/yr,4.62858188590130600000
1989,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,22.22625420000000000000,Million tonnes/yr,44.87681745274506000000
1989,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,18.89300000000000000000,Million tonnes/yr,51.27822862288140000000
1989,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.60700000000000000000,Million tonnes/yr,4.76735364088629100000
1990,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,26.03646920000000000000,Million tonnes/yr,52.56998614739227000000
1990,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,23.71900000000000000000,Million tonnes/yr,64.37666356354860000000
1990,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,2.19400000000000000000,Million tonnes/yr,6.50875786440853900000
1991,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,26.03646920000000000000,Million tonnes/yr,52.56998614739227000000
1991,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,25.71900000000000000000,Million tonnes/yr,69.80494161604229000000
1991,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,2.19400000000000000000,Million tonnes/yr,6.50875786440853900000
1992,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,29.46823460000000000000,Million tonnes/yr,59.49903087128671000000
1992,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,9.01900000000000000000,Million tonnes/yr,24.47881987772018000000
1992,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,2.66600000000000000000,Million tonnes/yr,7.90900112420837000000
1993,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,32.90000000000000000000,Million tonnes/yr,66.42807559518116000000
1993,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,10.58900000000000000000,Million tonnes/yr,28.74001814892770700000
1993,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,2.94700000000000000000,Million tonnes/yr,8.74262052252140400000
1994,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,36.60000000000000000000,Million tonnes/yr,73.89871023658450000000
1994,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,27.10200000000000000000,Million tonnes/yr,73.55859588934165000000
1994,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.97550000000000000000,Million tonnes/yr,5.86055203333594750000
1995,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,39.61100000000000000000,Million tonnes/yr,79.97819156233193000000
1995,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,26.35100000000000000000,Million tonnes/yr,71.52027748063027000000
1995,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.75700000000000000000,Million tonnes/yr,5.21234620226335550000
1996,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,40.93700000000000000000,Million tonnes/yr,82.65550549057540000000
1996,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,26.92800000000000000000,Million tonnes/yr,73.08633569877469000000
1996,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.53850000000000000000,Million tonnes/yr,4.56414037119076350000
1997,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,56.14300000000000000000,Million tonnes/yr,113.35779477629956000000
1997,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,26.58000000000000000000,Million tonnes/yr,72.14181531764079000000
1997,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.32000000000000000000,Million tonnes/yr,3.91593454011817240000
1998,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,84.14200000000000000000,Million tonnes/yr,169.89030810728667000000
1998,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,28.43600000000000000000,Million tonnes/yr,77.17925735035492000000
1998,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.10150000000000000000,Million tonnes/yr,3.26772870904558100000
1999,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,108.39100000000000000000,Million tonnes/yr,218.85123227468938000000
1999,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,29.50000000000000000000,Million tonnes/yr,80.06710127428155000000
1999,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,0.88300000000000000000,Million tonnes/yr,2.61952287797298980000
2000,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,101.02600000000000000000,Million tonnes/yr,203.98063115740945000000
2000,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,28.75100000000000000000,Million tonnes/yr,78.03421114362267000000
2000,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.73300000000000000000,Million tonnes/yr,5.14114739244302500000
2001,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,106.66100000000000000000,Million tonnes/yr,215.35820580722242000000
2001,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,40.61500000000000000000,Million tonnes/yr,110.23475655101508000000
2001,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.65400000000000000000,Million tonnes/yr,4.90678464345110400000
2002,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,105.32000000000000000000,Million tonnes/yr,212.65060552232458000000
2002,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,41.90500000000000000000,Million tonnes/yr,113.73599589487350000000
2002,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,1.92500000000000000000,Million tonnes/yr,5.71073787100566900000
2003,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,108.17700000000000000000,Million tonnes/yr,218.41914691975416000000
2003,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,38.26000000000000000000,Million tonnes/yr,103.84295914420379000000
2003,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,2.31100000000000000000,Million tonnes/yr,6.85585206228264900000
2004,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,117.73400000000000000000,Million tonnes/yr,237.71559428945466000000
2004,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,32.94300000000000000000,Million tonnes/yr,89.41188194164937000000
2004,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,6.76000000000000000000,Million tonnes/yr,20.05433143272640000000
2005,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,90.15906056000000000000,Million tonnes/yr,182.03929758268075000000
2005,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,53.31899777000000000000,Million tonnes/yr,144.71517268792482000000
2005,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,10.12194167000000000000,Million tonnes/yr,30.02792499895032000000
2006,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,125.26000000000000000000,Million tonnes/yr,252.91126896815780000000
2006,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,31.15900000000000000000,Million tonnes/yr,84.56985791882504000000
2006,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,5.90900000000000000000,Million tonnes/yr,17.52974030118051700000
2007,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,125.08300000000000000000,Million tonnes/yr,252.55388995963660000000
2007,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,24.38800000000000000000,Million tonnes/yr,66.19242257210774000000
2007,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,6.17900000000000000000,Million tonnes/yr,18.33072691165923400000
2008,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Sub-Bituminous Coal,130.75500000000000000000,Million tonnes/yr,264.00617095586360000000
2008,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,22.35600000000000000000,Million tonnes/yr,60.67729207077418000000
2008,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,7.43100000000000000000,Million tonnes/yr,22.04493149061980300000
2009,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,129.73800000000000000000,Million tonnes/yr,352.12696898721150000000
2009,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,10.35200000000000000000,Million tonnes/yr,30.71041996916918700000
2010,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,60.71300000000000000000,Million tonnes/yr,164.78352270052392000000
2010,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,12.04200000000000000000,Million tonnes/yr,35.72400282735078000000
2011,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,19.72900000000000000000,Million tonnes/yr,53.54724884882374000000
2011,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,11.67400000000000000000,Million tonnes/yr,34.63228774343905000000
2012,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,20.64800000000000000000,Million tonnes/yr,56.04154261394458600000
2012,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,11.33000000000000000000,Million tonnes/yr,33.61177146934765000000
2013,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,22.97500000000000000000,Million tonnes/yr,62.35734412802097000000
2013,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,12.07300000000000000000,Million tonnes/yr,35.81596795670204600000
2014,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,21.88600000000000000000,Million tonnes/yr,59.40164672843816600000
2014,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,10.68400000000000000000,Million tonnes/yr,31.69533683835041800000
2015,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,18.63800000000000000000,Million tonnes/yr,50.58612317118846000000
2015,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,11.50600000000000000000,Million tonnes/yr,34.13389607469673600000
2016,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,17.25400000000000000000,Million tonnes/yr,46.82975475886284000000
2016,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,12.24300000000000000000,Million tonnes/yr,36.32029285959606000000
2017,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,13.93300000000000000000,Million tonnes/yr,37.81609905269711000000
2017,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,9.72400000000000000000,Million tonnes/yr,28.84738444553721000000
2018,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Bituminous Coal,2.52700000000000000000,Million tonnes/yr,6.85862931932574400000
2018,Rio Tinto (1959-2018),Investor-owned Company,213800YOEO5OQ72G2R82,Metallurgical Coal,3.98800000000000000000,Million tonnes/yr,11.83086889847823600000
1990,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Oil & NGL,781.63999999999990000000,Million bbl/yr,311.70075531341614000000
1991,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Oil & NGL,691.81100000000000000000,Million bbl/yr,275.87893561502702000000
1992,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Oil & NGL,585.91600000000000000000,Million bbl/yr,233.65035022544334000000
1993,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Oil & NGL,504.12000000000000000000,Million bbl/yr,201.03191337265152000000
1993,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Natural Gas,143.01388970000000000000,Bcf/yr,10.42433824739866600000
1994,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Oil & NGL,452.25700000000000000000,Million bbl/yr,180.35009530702065000000
1994,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Natural Gas,131.77708410000000000000,Bcf/yr,9.60528310079451400000
1995,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Oil & NGL,436.92399999999998000000,Million bbl/yr,174.23563381423550000000
1995,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Natural Gas,130.75555630000000000000,Bcf/yr,9.53082354068703800000
1996,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Oil & NGL,427.42500000000000000000,Million bbl/yr,170.44764257181938000000
1996,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Natural Gas,127.69097290000000000000,Bcf/yr,9.30744486036461200000
1997,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Oil & NGL,431.79299999999997000000,Million bbl/yr,172.18950442536960000000
1997,Rosneft,State-owned Entity,253400JT3MQWNDKMJE44,Natural Gas,123.60486180000000000000,Bcf/yr,9.00960662722374800000
