year,parent_entity,parent_type,lei,commodity,production_value,production_unit,total_emissions_MtCO2e
1962,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,0.91250000000000010000,Million bbl/yr,0.36388483089848550000
1962,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1.84324999999999980000,Bcf/yr,0.13435521203446849000
1963,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1.82500000000000020000,Million bbl/yr,0.72776966179697100000
1963,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,4.42380000000000000000,Bcf/yr,0.32245250888272436000
1964,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,7.30000000000000100000,Million bbl/yr,2.91107864718788400000
1964,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,17.32654999999999700000,Bcf/yr,1.26293899312400360000
1965,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,10.95000000000000100000,Million bbl/yr,4.36661797078182600000
1965,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,25.06820000000000000000,Bcf/yr,1.82723088366877160000
1966,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,13.50499999999999900000,Million bbl/yr,5.38549549729758500000
1966,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,29.86065000000000000000,Bcf/yr,2.17655443495838960000
1967,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,14.60000000000000100000,Million bbl/yr,5.82215729437576800000
1967,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,29.86065000000000000000,Bcf/yr,2.17655443495838960000
1968,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,18.25000000000000000000,Million bbl/yr,7.27769661796970900000
1968,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,39.07690000000000000000,Bcf/yr,2.84833049513073180000
1969,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,22.26500000000000000000,Million bbl/yr,8.87878987392304700000
1969,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,47.18720000000000000000,Bcf/yr,3.43949342808239370000
1970,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,25.73250000000000000000,Million bbl/yr,10.26155223133729200000
1970,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,53.82290000000000400000,Bcf/yr,3.92317219140648050000
1971,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,34.30999999999999500000,Million bbl/yr,13.68206964178305400000
1971,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,72.99270000000000000000,Bcf/yr,5.32046639656495100000
1972,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,37.96000000000000000000,Million bbl/yr,15.13760896537699600000
1972,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,79.62840000000000000000,Bcf/yr,5.80414515988903900000
1973,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,117.71249999999999000000,Million bbl/yr,46.94114318590463000000
1973,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,97.32360000000000000000,Bcf/yr,7.09395519541993700000
1974,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,302.11050000000000000000,Million bbl/yr,120.47498981387058000000
1974,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,97.32360000000000000000,Bcf/yr,7.09395519541993700000
1975,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,300.62130000000000000000,Million bbl/yr,119.88112976984426000000
1975,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,85.89545000000000000000,Bcf/yr,6.26095288080623300000
1976,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,347.39970000000000000000,Million bbl/yr,138.53532174102418000000
1976,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,97.76597999999998000000,Bcf/yr,7.12620044630820700000
1977,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,361.72229999999996000000,Million bbl/yr,144.24685804680680000000
1977,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,145.12400000000000000000,Bcf/yr,10.57814501087221300000
1978,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,316.73969999999997000000,Million bbl/yr,126.30879142283510000000
1978,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,190.96800000000002000000,Bcf/yr,13.91973206662057900000
1979,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,322.91550000000000000000,Million bbl/yr,128.77156395835604000000
1979,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,202.04939999999996000000,Bcf/yr,14.72745963837631000000
1980,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,294.18269999999995000000,Million bbl/yr,117.31355840302452000000
1980,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,254.22250000000000000000,Bcf/yr,18.53037726376382500000
1981,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,248.12700000000000000000,Million bbl/yr,98.94756321791618000000
1981,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,312.73199999999997000000,Bcf/yr,22.79515755864012000000
1982,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,199.72799999999998000000,Million bbl/yr,79.64711178706050000000
1982,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,329.29935000000000000000,Bcf/yr,24.00275816740141000000
1983,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,185.71200000000000000000,Million bbl/yr,74.05784078445976000000
1983,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,310.95079999999996000000,Bcf/yr,22.66532519532760000000
1984,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,179.58000000000000000000,Million bbl/yr,71.61253472082194000000
1984,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,355.27640000000000000000,Bcf/yr,25.89623548235054800000
1985,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,173.88600000000000000000,Million bbl/yr,69.34189337601539000000
1985,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,385.58600000000000000000,Bcf/yr,28.10551405806189000000
1986,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,284.64300000000000000000,Million bbl/yr,113.50933690020557000000
1986,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,397.30980000000000000000,Bcf/yr,28.96006641658606600000
1987,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,395.40000000000000000000,Million bbl/yr,157.67678042439582000000
1987,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,408.69780000000000000000,Bcf/yr,29.79014218202674000000
1988,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,378.60000000000000000000,Million bbl/yr,150.97731175689492000000
1988,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,419.75000000000000000000,Bcf/yr,30.59574135438391500000
1989,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,536.60000000000000000000,Million bbl/yr,213.98421946315320000000
1989,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,461.50600000000003000000,Bcf/yr,33.63935249433307000000
1990,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,595.70000000000000000000,Million bbl/yr,237.55199316846884000000
1990,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,487.88820000000000000000,Bcf/yr,35.56236135093729400000
1991,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,722.70000000000000000000,Million bbl/yr,288.19678607160050000000
1991,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,554.65254000000000000000,Bcf/yr,40.42884015578816600000
1992,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,672.30000000000000000000,Million bbl/yr,268.09838006909786000000
1992,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,586.67910000000000000000,Bcf/yr,42.76326861613516000000
1993,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,654.10000000000000000000,Million bbl/yr,260.84062234597190000000
1993,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,599.17451000000000000000,Bcf/yr,43.67406392876645000000
1994,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,678.20000000000000000000,Million bbl/yr,270.45116966066070000000
1994,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,696.55140000000000000000,Bcf/yr,50.77190345308877000000
1995,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,683.60000000000000000000,Million bbl/yr,272.60457030378600000000
1995,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,621.36870000000000000000,Bcf/yr,45.29180710163139000000
1996,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,673.80000000000000000000,Million bbl/yr,268.69654691441040000000
1996,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,666.93436950000000000000,Bcf/yr,48.61310653858514000000
1997,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,708.10000000000000000000,Million bbl/yr,282.37462877722476000000
1997,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,712.68142050000000000000,Bcf/yr,51.94762694387831000000
1998,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,748.30000000000000000000,Million bbl/yr,298.40550023160190000000
1998,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,861.67363975000000000000,Bcf/yr,62.80772796588822600000
1999,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,673.40000000000000000000,Million bbl/yr,268.53703575566044000000
1999,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1023.42869999999990000000,Bcf/yr,74.59811745051428000000
2000,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,695.40000000000000000000,Million bbl/yr,277.31014948691154000000
2000,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1031.83367000000000000000,Bcf/yr,75.21075899479386000000
2001,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,669.80000000000000000000,Million bbl/yr,267.10143532691020000000
2001,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1081.02746500000000000000,Bcf/yr,78.79651391572438000000
2002,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,616.90000000000000000000,Million bbl/yr,246.00608458221996000000
2002,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1190.53928000000000000000,Bcf/yr,86.77887286030838000000
2003,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,675.30000000000000000000,Million bbl/yr,269.29471375972300000000
2003,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1228.85605500000000000000,Bcf/yr,89.57179754746532000000
2004,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,713.60000000000000000000,Million bbl/yr,284.56790721003750000000
2004,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1269.64487999999980000000,Bcf/yr,92.54491092411627000000
2005,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,839.50000000000000000000,Million bbl/yr,334.77404442660660000000
2005,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1279.53308000000000000000,Bcf/yr,93.26566568209225000000
2006,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,894.30000000000000000000,Million bbl/yr,356.62707317535950000000
2006,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1341.33433000000000000000,Bcf/yr,97.77038291944214000000
2007,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,846.80000000000000000000,Million bbl/yr,337.68512307379450000000
2007,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1396.21384000000000000000,Bcf/yr,101.77057182620884000000
2008,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,888.80000000000000000000,Million bbl/yr,354.43379474254670000000
2008,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1382.86477000000000000000,Bcf/yr,100.79755290294128000000
2009,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,779.30000000000000000000,Million bbl/yr,310.76761503472846000000
2009,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1305.21768300000000000000,Bcf/yr,95.13782642105124000000
2010,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,789.10000000000000000000,Million bbl/yr,314.67563842410400000000
2010,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1394.23620000000000000000,Bcf/yr,101.62642087461366000000
2011,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,913.19100000000000000000,Million bbl/yr,364.16038642522620000000
2011,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1618.07775400000000000000,Bcf/yr,117.94231912487538000000
2012,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,948.20000000000000000000,Million bbl/yr,378.12120181692490000000
2012,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1959.13681300000000000000,Bcf/yr,142.80224707182848000000
2013,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,996.92800000000000000000,Million bbl/yr,397.55285117585240000000
2013,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1934.14914600000000000000,Bcf/yr,140.98088626996673000000
2014,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1002.17900000000000000000,Million bbl/yr,399.64683391234330000000
2014,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1964.32058900000000000000,Bcf/yr,143.18009452801684000000
2015,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1068.57500000000000000000,Million bbl/yr,426.12409115325930000000
2015,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1918.42799600000000000000,Bcf/yr,139.83496550952960000000
2016,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1095.00000000000000000000,Million bbl/yr,436.66179707818260000000
2016,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1965.86917700000000000000,Bcf/yr,143.29297171184652000000
2017,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1186.25000000000000000000,Million bbl/yr,473.05028016803110000000
2017,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2129.69160900000000000000,Bcf/yr,155.23405273035310000000
2018,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1277.50000000000000000000,Million bbl/yr,509.43876325787970000000
2018,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2510.13494100000000000000,Bcf/yr,182.96471571039360000000
2019,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1350.50000000000000000000,Million bbl/yr,538.54954972975850000000
2019,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2612.58942900000000000000,Bcf/yr,190.43266333503647000000
2020,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1277.50000000000000000000,Million bbl/yr,509.43876325787970000000
2020,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2689.43029400000000000000,Bcf/yr,196.03362398062820000000
2021,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1209.99999994500010000000,Million bbl/yr,482.52125519688093000000
2021,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2473.38264700000000000000,Bcf/yr,180.28582665404040000000
2022,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1142.49999989000000000000,Million bbl/yr,455.60374713588203000000
2022,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2257.33500000000000000000,Bcf/yr,164.53802932745256000000
2023,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1075.00000000000000000000,Million bbl/yr,428.68623914068150000000
2023,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2396.02499999999960000000,Bcf/yr,174.64719756673665000000
2024,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1121.22500000000000000000,Million bbl/yr,447.11974742373076000000
2024,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2396.02499999999960000000,Bcf/yr,174.64719756673665000000
2012,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,4.00000000000000000000,Million tonnes/yr,8.07636177449011000000
2013,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,4.09000000000000000000,Million tonnes/yr,8.25807991441613600000
2014,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,7.92000000000000000000,Million tonnes/yr,15.99119631349041800000
2015,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,10.36000000000000000000,Million tonnes/yr,20.91777699592938300000
2016,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,11.45000000000000000000,Million tonnes/yr,23.11858557947794000000
2017,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,11.15000000000000000000,Million tonnes/yr,22.51285844639118000000
2018,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,16.90000000000000000000,Million tonnes/yr,34.12262849722071000000
2019,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,13.26100000000000000000,Million tonnes/yr,26.77515837287833400000
2020,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,15.72000000000000000000,Million tonnes/yr,31.74010177374613300000
2021,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,26.78000000000000000000,Million tonnes/yr,54.07124208021129000000
2022,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,34.90000000000000000000,Million tonnes/yr,70.46625648242620000000
2022,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Cement,32.10782800000000000000,Million Tonnes CO2,22.63948638542399800000
2023,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,39.20000000000000000000,Million tonnes/yr,79.14834539000307000000
2023,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Cement,27.73963738000000000000,Million Tonnes CO2,19.55944023373704000000
2024,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,59.80000000000000000000,Million tonnes/yr,120.74160852862714000000
2024,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Cement,26.01578750000000000000,Million Tonnes CO2,18.34393989255000000000
1992,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,1.00000000000000000000,Million tonnes/yr,2.01909044362252740000
1993,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,1.40000000000000000000,Million tonnes/yr,2.82672662107153850000
1994,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,2.40000000000000000000,Million tonnes/yr,4.84581706469406550000
1995,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,5.50000000000000000000,Million tonnes/yr,11.10499743992390000000
1996,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,8.60000000000000000000,Million tonnes/yr,17.36417781515373400000
1997,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,9.40000000000000000000,Million tonnes/yr,18.97945017005176000000
1998,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,10.90000000000000000000,Million tonnes/yr,22.00808583548555000000
1999,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,13.60000000000000000000,Million tonnes/yr,27.45963003326637000000
2000,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,15.50000000000000000000,Million tonnes/yr,31.29590187614917300000
2001,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,17.70000000000000000000,Million tonnes/yr,35.73790085211873400000
2002,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,20.80000000000000000000,Million tonnes/yr,41.99708122734857000000
2003,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,22.50000000000000000000,Million tonnes/yr,45.42953498150687000000
2004,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,24.30000000000000000000,Million tonnes/yr,49.06389778002742000000
2005,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,26.70000000000000000000,Million tonnes/yr,53.90971484472148500000
2006,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,34.40000000000000000000,Million tonnes/yr,69.45671126061494000000
2007,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,36.10000000000000000000,Million tonnes/yr,72.88916501477324000000
2008,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,38.50000000000000000000,Million tonnes/yr,77.73498207946731000000
2009,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,40.60000000000000000000,Million tonnes/yr,81.97507201107462000000
2010,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,42.20000000000000000000,Million tonnes/yr,85.20561672087067000000
2011,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,47.70000000000000000000,Million tonnes/yr,96.31061416079457000000
2012,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,47.20000000000000000000,Million tonnes/yr,95.30106893898329000000
2013,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,52.30000000000000000000,Million tonnes/yr,105.59843020145817000000
2014,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,56.20000000000000000000,Million tonnes/yr,113.47288293158606000000
2015,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,51.50000000000000000000,Million tonnes/yr,103.98315784656018000000
2016,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,52.38000000000000000000,Million tonnes/yr,105.75995743694800000000
2016,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,0.22000000000000000000,Million tonnes/yr,0.65265575668636210000
2017,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,50.90000000000000000000,Million tonnes/yr,102.77170358038664000000
2017,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,0.90000000000000000000,Million tonnes/yr,2.66995536826239000000
2018,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,48.23000000000000000000,Million tonnes/yr,97.38073209591448000000
2018,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,5.77000000000000000000,Million tonnes/yr,17.11738052763777000000
2019,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,52.80730000000000000000,Million tonnes/yr,106.62271478350789000000
2019,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,5.22270000000000000000,Million tonnes/yr,15.49375100202665200000
2020,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,49.62230000000000000000,Million tonnes/yr,100.19191172057015000000
2020,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,4.90770000000000000000,Million tonnes/yr,14.55926662313481600000
2021,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,49.85420000000000000000,Million tonnes/yr,100.66013879444621000000
2021,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,2.84580000000000000000,Million tonnes/yr,8.44239887444568000000
2022,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,59.51000000000000000000,Million tonnes/yr,120.15607229997661000000
